t,X,Y,Z,roll,pitch,yaw
-91.100000000,-0.157007000,1.002400000,0.333700000,3.121793455,0.196402534,1.370492127
-91.000000000,-0.156670000,1.002000000,0.334000000,3.121340134,0.198579048,1.368181738
-90.900000000,-0.156333000,1.001600000,0.334300000,3.120881484,0.200754528,1.365869326
-90.800000000,-0.155996000,1.001200000,0.334600000,3.120417494,0.202928963,1.363554866
-90.700000000,-0.155659000,1.000800000,0.334900000,3.119948157,0.205102339,1.361238334
-90.600000000,-0.155322000,1.000400000,0.335200000,3.119473462,0.207274645,1.358919707
-90.500000000,-0.154985000,1.000000000,0.335500000,3.118993402,0.209445866,1.356598961
-90.400000000,-0.154648000,0.999600000,0.335800000,3.118507966,0.211615992,1.354276073
-90.300000000,-0.154311000,0.999200000,0.336100000,3.118017146,0.213785008,1.351951018
-90.200000000,-0.153974000,0.998800000,0.336400000,3.117520931,0.215952902,1.349623773
-90.100000000,-0.153637000,0.998400000,0.336700000,3.117019314,0.218119662,1.347294314
-90.000000000,-0.153300000,0.998000000,0.337000000,3.116512283,0.220285274,1.344962617
-89.900000000,-0.152963000,0.997600000,0.337300000,3.115999829,0.222449726,1.342628658
-89.800000000,-0.152626000,0.997200000,0.337600000,3.115481943,0.224613004,1.340292414
-89.700000000,-0.152289000,0.996800000,0.337900000,3.114958614,0.226775096,1.337953859
-89.600000000,-0.151952000,0.996400000,0.338200000,3.114429832,0.228935989,1.335612971
-89.500000000,-0.151615000,0.996000000,0.338500000,3.113895588,0.231095669,1.333269724
-89.400000000,-0.151278000,0.995600000,0.338800000,3.113355871,0.233254124,1.330924096
-89.300000000,-0.150941000,0.995200000,0.339100000,3.112810671,0.235411341,1.328576061
-89.200000000,-0.150604000,0.994800000,0.339400000,3.112259977,0.237567305,1.326225596
-89.100000000,-0.150267000,0.994400000,0.339700000,3.111703779,0.239722005,1.323872676
-89.000000000,-0.149930000,0.994000000,0.340000000,3.111142067,0.241875427,1.321517278
-88.900000000,-0.149593000,0.993600000,0.340300000,3.110574830,0.244027557,1.319159376
-88.800000000,-0.149256000,0.993200000,0.340600000,3.110002056,0.246178382,1.316798946
-88.700000000,-0.148919000,0.992800000,0.340900000,3.109423736,0.248327888,1.314435965
-88.600000000,-0.148582000,0.992400000,0.341200000,3.108839858,0.250476063,1.312070407
-88.500000000,-0.148245000,0.992000000,0.341500000,3.108250411,0.252622893,1.309702248
-88.400000000,-0.147908000,0.991600000,0.341800000,3.107655384,0.254768364,1.307331464
-88.300000000,-0.147571000,0.991200000,0.342100000,3.107054765,0.256912463,1.304958030
-88.200000000,-0.147234000,0.990800000,0.342400000,3.106448544,0.259055176,1.302581921
-88.100000000,-0.146897000,0.990400000,0.342700000,3.105836709,0.261196489,1.300203113
-88.000000000,-0.146560000,0.990000000,0.343000000,3.105219248,0.263336389,1.297821582
-87.900000000,-0.146223000,0.989600000,0.343300000,3.104596150,0.265474861,1.295437302
-87.800000000,-0.145886000,0.989200000,0.343600000,3.103967404,0.267611893,1.293050248
-87.700000000,-0.145549000,0.988800000,0.343900000,3.103332996,0.269747470,1.290660397
-87.600000000,-0.145212000,0.988400000,0.344200000,3.102692916,0.271881578,1.288267722
-87.500000000,-0.144875000,0.988000000,0.344500000,3.102047151,0.274014204,1.285872200
-87.400000000,-0.144538000,0.987600000,0.344800000,3.101395689,0.276145333,1.283473805
-87.300000000,-0.144201000,0.987200000,0.345100000,3.100738519,0.278274951,1.281072513
-87.200000000,-0.143864000,0.986800000,0.345400000,3.100075627,0.280403044,1.278668298
-87.100000000,-0.143527000,0.986400000,0.345700000,3.099407002,0.282529598,1.276261135
-87.000000000,-0.143190000,0.986000000,0.346000000,3.098732631,0.284654599,1.273850999
-86.900000000,-0.142853000,0.985600000,0.346300000,3.098052501,0.286778033,1.271437865
-86.800000000,-0.142516000,0.985200000,0.346600000,3.097366600,0.288899884,1.269021709
-86.700000000,-0.142179000,0.984800000,0.346900000,3.096674915,0.291020139,1.266602504
-86.600000000,-0.141842000,0.984400000,0.347200000,3.095977433,0.293138784,1.264180226
-86.500000000,-0.141505000,0.984000000,0.347500000,3.095274142,0.295255803,1.261754848
-86.400000000,-0.141168000,0.983600000,0.347800000,3.094565027,0.297371183,1.259326347
-86.300000000,-0.140831000,0.983200000,0.348100000,3.093850077,0.299484908,1.256894696
-86.200000000,-0.140494000,0.982800000,0.348400000,3.093129278,0.301596964,1.254459871
-86.100000000,-0.140157000,0.982400000,0.348700000,3.092402617,0.303707337,1.252021845
-86.000000000,-0.139820000,0.982000000,0.349000000,3.091670080,0.305816011,1.249580593
-85.900000000,-0.139483000,0.981600000,0.349300000,3.090931654,0.307922971,1.247136090
-85.800000000,-0.139146000,0.981200000,0.349600000,3.090187325,0.310028204,1.244688309
-85.700000000,-0.138809000,0.980800000,0.349900000,3.089437080,0.312131693,1.242237227
-85.600000000,-0.138472000,0.980400000,0.350200000,3.088680904,0.314233424,1.239782816
-85.500000000,-0.138135000,0.980000000,0.350500000,3.087918785,0.316333382,1.237325051
-85.400000000,-0.137798000,0.979600000,0.350800000,3.087150709,0.318431552,1.234863906
-85.300000000,-0.137461000,0.979200000,0.351100000,3.086376660,0.320527918,1.232399356
-85.200000000,-0.137124000,0.978800000,0.351400000,3.085596626,0.322622465,1.229931375
-85.100000000,-0.136787000,0.978400000,0.351700000,3.084810591,0.324715178,1.227459937
-85.000000000,-0.136450000,0.978000000,0.352000000,3.084018543,0.326806042,1.224985015
-84.900000000,-0.136113000,0.977600000,0.352300000,3.083220465,0.328895041,1.222506585
-84.800000000,-0.135776000,0.977200000,0.352600000,3.082416345,0.330982159,1.220024619
-84.700000000,-0.135439000,0.976800000,0.352900000,3.081606167,0.333067381,1.217539093
-84.600000000,-0.135102000,0.976400000,0.353200000,3.080789918,0.335150692,1.215049980
-84.500000000,-0.134765000,0.976000000,0.353500000,3.079967581,0.337232076,1.212557253
-84.400000000,-0.134428000,0.975600000,0.353800000,3.079139143,0.339311517,1.210060887
-84.300000000,-0.134091000,0.975200000,0.354100000,3.078304589,0.341388999,1.207560856
-84.200000000,-0.133754000,0.974800000,0.354400000,3.077463903,0.343464506,1.205057133
-84.100000000,-0.133417000,0.974400000,0.354700000,3.076617071,0.345538022,1.202549692
-84.000000000,-0.133080000,0.974000000,0.355000000,3.075764077,0.347609532,1.200038507
-83.900000000,-0.132743000,0.973600000,0.355300000,3.074904907,0.349679020,1.197523552
-83.800000000,-0.132406000,0.973200000,0.355600000,3.074039546,0.351746468,1.195004799
-83.700000000,-0.132069000,0.972800000,0.355900000,3.073167977,0.353811861,1.192482223
-83.600000000,-0.131732000,0.972400000,0.356200000,3.072290185,0.355875183,1.189955798
-83.500000000,-0.131395000,0.972000000,0.356500000,3.071406156,0.357936417,1.187425496
-83.400000000,-0.131058000,0.971600000,0.356800000,3.070515873,0.359995548,1.184891291
-83.300000000,-0.130721000,0.971200000,0.357100000,3.069619321,0.362052557,1.182353157
-83.200000000,-0.130384000,0.970800000,0.357400000,3.068716484,0.364107429,1.179811068
-83.100000000,-0.130047000,0.970400000,0.357700000,3.067807346,0.366160148,1.177264995
-83.000000000,-0.129710000,0.970000000,0.358000000,3.066891892,0.368210696,1.174714914
-82.900000000,-0.129373000,0.969600000,0.358300000,3.065970105,0.370259057,1.172160796
-82.800000000,-0.129036000,0.969200000,0.358600000,3.065041969,0.372305214,1.169602617
-82.700000000,-0.128699000,0.968800000,0.358900000,3.064107469,0.374349149,1.167040347
-82.600000000,-0.128362000,0.968400000,0.359200000,3.063166588,0.376390847,1.164473962
-82.500000000,-0.128025000,0.968000000,0.359500000,3.062219310,0.378430289,1.161903434
-82.400000000,-0.127688000,0.967600000,0.359800000,3.061265619,0.380467460,1.159328736
-82.300000000,-0.127351000,0.967200000,0.360100000,3.060305498,0.382502341,1.156749841
-82.200000000,-0.127014000,0.966800000,0.360400000,3.059338931,0.384534915,1.154166723
-82.100000000,-0.126677000,0.966400000,0.360700000,3.058365901,0.386565165,1.151579354
-82.000000000,-0.126340000,0.966000000,0.361000000,3.057386392,0.388593074,1.148987708
-81.900000000,-0.126003000,0.965600000,0.361300000,3.056400387,0.390618623,1.146391757
-81.800000000,-0.125666000,0.965200000,0.361600000,3.055407870,0.392641796,1.143791475
-81.700000000,-0.125329000,0.964800000,0.361900000,3.054408823,0.394662575,1.141186834
-81.600000000,-0.124992000,0.964400000,0.362200000,3.053403229,0.396680942,1.138577807
-81.500000000,-0.124655000,0.964000000,0.362500000,3.052391073,0.398696879,1.135964368
-81.400000000,-0.124318000,0.963600000,0.362800000,3.051372337,0.400710368,1.133346489
-81.300000000,-0.123981000,0.963200000,0.363100000,3.050347003,0.402721391,1.130724143
-81.200000000,-0.123644000,0.962800000,0.363400000,3.049315055,0.404729931,1.128097302
-81.100000000,-0.123307000,0.962400000,0.363700000,3.048276476,0.406735968,1.125465940
-81.000000000,-0.122970000,0.962000000,0.364000000,3.047231248,0.408739486,1.122830030
-80.900000000,-0.122633000,0.961600000,0.364300000,3.046179354,0.410740465,1.120189543
-80.800000000,-0.122296000,0.961200000,0.364600000,3.045120777,0.412738888,1.117544454
-80.700000000,-0.121959000,0.960800000,0.364900000,3.044055499,0.414734735,1.114894733
-80.600000000,-0.121622000,0.960400000,0.365200000,3.042983503,0.416727988,1.112240356
-80.500000000,-0.121285000,0.960000000,0.365500000,3.041904772,0.418718629,1.109581293
-80.400000000,-0.120948000,0.959600000,0.365800000,3.040819288,0.420706639,1.106917517
-80.300000000,-0.120611000,0.959200000,0.366100000,3.039727033,0.422691999,1.104249002
-80.200000000,-0.120274000,0.958800000,0.366400000,3.038627989,0.424674690,1.101575720
-80.100000000,-0.119937000,0.958400000,0.366700000,3.037522140,0.426654693,1.098897643
-80.000000000,-0.119600000,0.958000000,0.367000000,3.036409467,0.428631989,1.096214744
-79.900000000,-0.119263000,0.957600000,0.367300000,3.035289952,0.430606560,1.093526996
-79.800000000,-0.118926000,0.957200000,0.367600000,3.034163578,0.432578385,1.090834371
-79.700000000,-0.118589000,0.956800000,0.367900000,3.033030327,0.434547446,1.088136842
-79.600000000,-0.118252000,0.956400000,0.368200000,3.031890181,0.436513723,1.085434381
-79.500000000,-0.117915000,0.956000000,0.368500000,3.030743121,0.438477197,1.082726961
-79.400000000,-0.117578000,0.955600000,0.368800000,3.029589131,0.440437848,1.080014555
-79.300000000,-0.117241000,0.955200000,0.369100000,3.028428191,0.442395656,1.077297135
-79.200000000,-0.116904000,0.954800000,0.369400000,3.027260284,0.444350602,1.074574673
-79.100000000,-0.116567000,0.954400000,0.369700000,3.026085392,0.446302666,1.071847142
-79.000000000,-0.116230000,0.954000000,0.370000000,3.024903496,0.448251828,1.069114515
-78.900000000,-0.115893000,0.953600000,0.370300000,3.023714579,0.450198068,1.066376764
-78.800000000,-0.115556000,0.953200000,0.370600000,3.022518621,0.452141366,1.063633862
-78.700000000,-0.115219000,0.952800000,0.370900000,3.021315606,0.454081702,1.060885781
-78.600000000,-0.114882000,0.952400000,0.371200000,3.020105514,0.456019055,1.058132494
-78.500000000,-0.114545000,0.952000000,0.371500000,3.018888328,0.457953405,1.055373973
-78.400000000,-0.114208000,0.951600000,0.371800000,3.017664029,0.459884732,1.052610191
-78.300000000,-0.113871000,0.951200000,0.372100000,3.016432598,0.461813015,1.049841121
-78.200000000,-0.113534000,0.950800000,0.372400000,3.015194018,0.463738234,1.047066735
-78.100000000,-0.113197000,0.950400000,0.372700000,3.013948269,0.465660367,1.044287005
-78.000000000,-0.112860000,0.950000000,0.373000000,3.012695335,0.467579395,1.041501904
-77.900000000,-0.112523000,0.949600000,0.373300000,3.011435195,0.469495295,1.038711405
-77.800000000,-0.112186000,0.949200000,0.373600000,3.010167833,0.471408047,1.035915481
-77.700000000,-0.111849000,0.948800000,0.373900000,3.008893228,0.473317631,1.033114104
-77.600000000,-0.111512000,0.948400000,0.374200000,3.007611364,0.475224024,1.030307247
-77.500000000,-0.111175000,0.948000000,0.374500000,3.006322220,0.477127205,1.027494882
-77.400000000,-0.110838000,0.947600000,0.374800000,3.005025780,0.479027154,1.024676983
-77.300000000,-0.110501000,0.947200000,0.375100000,3.003722025,0.480923848,1.021853521
-77.200000000,-0.110164000,0.946800000,0.375400000,3.002410935,0.482817266,1.019024470
-77.100000000,-0.109827000,0.946400000,0.375700000,3.001092493,0.484707387,1.016189803
-77.000000000,-0.109490000,0.946000000,0.376000000,2.999766680,0.486594188,1.013349492
-76.900000000,-0.109153000,0.945600000,0.376300000,2.998433477,0.488477648,1.010503510
-76.800000000,-0.108816000,0.945200000,0.376600000,2.997092867,0.490357745,1.007651830
-76.700000000,-0.108479000,0.944800000,0.376900000,2.995744831,0.492234456,1.004794425
-76.600000000,-0.108142000,0.944400000,0.377200000,2.994389349,0.494107760,1.001931269
-76.500000000,-0.107805000,0.944000000,0.377500000,2.993026405,0.495977635,0.999062333
-76.400000000,-0.107468000,0.943600000,0.377800000,2.991655979,0.497844057,0.996187592
-76.300000000,-0.107131000,0.943200000,0.378100000,2.990278053,0.499707006,0.993307017
-76.200000000,-0.106794000,0.942800000,0.378400000,2.988892609,0.501566457,0.990420583
-76.100000000,-0.106457000,0.942400000,0.378700000,2.987499628,0.503422388,0.987528262
-76.000000000,-0.106120000,0.942000000,0.379000000,2.986099092,0.505274778,0.984630029
-75.900000000,-0.105783000,0.941600000,0.379300000,2.984690983,0.507123602,0.981725855
-75.800000000,-0.105446000,0.941200000,0.379600000,2.983275283,0.508968838,0.978815714
-75.700000000,-0.105109000,0.940800000,0.379900000,2.981851972,0.510810464,0.975899581
-75.600000000,-0.104772000,0.940400000,0.380200000,2.980421033,0.512648455,0.972977428
-75.500000000,-0.104435000,0.940000000,0.380500000,2.978982449,0.514482788,0.970049228
-75.400000000,-0.104098000,0.939600000,0.380800000,2.977536200,0.516313441,0.967114957
-75.300000000,-0.103761000,0.939200000,0.381100000,2.976082268,0.518140390,0.964174586
-75.200000000,-0.103424000,0.938800000,0.381400000,2.974620636,0.519963611,0.961228090
-75.100000000,-0.103087000,0.938400000,0.381700000,2.973151286,0.521783081,0.958275443
-75.000000000,-0.102750000,0.938000000,0.382000000,2.971674199,0.523598776,0.955316618
-74.900000000,-0.102413000,0.937600000,0.382300000,2.970189358,0.525410672,0.952351590
-74.800000000,-0.102076000,0.937200000,0.382600000,2.968696745,0.527218745,0.949380333
-74.700000000,-0.101739000,0.936800000,0.382900000,2.967196341,0.529022971,0.946402820
-74.600000000,-0.101402000,0.936400000,0.383200000,2.965688131,0.530823327,0.943419027
-74.500000000,-0.101065000,0.936000000,0.383500000,2.964172095,0.532619787,0.940428926
-74.400000000,-0.100728000,0.935600000,0.383800000,2.962648216,0.534412328,0.937432494
-74.300000000,-0.100391000,0.935200000,0.384100000,2.961116477,0.536200926,0.934429703
-74.200000000,-0.100054000,0.934800000,0.384400000,2.959576860,0.537985555,0.931420530
-74.100000000,-0.099717000,0.934400000,0.384700000,2.958029347,0.539766191,0.928404948
-74.000000000,-0.099380000,0.934000000,0.385000000,2.956473923,0.541542809,0.925382932
-73.900000000,-0.099043000,0.933600000,0.385300000,2.954910569,0.543315384,0.922354458
-73.800000000,-0.098706000,0.933200000,0.385600000,2.953339268,0.545083893,0.919319500
-73.700000000,-0.098369000,0.932800000,0.385900000,2.951760003,0.546848309,0.916278034
-73.600000000,-0.098032000,0.932400000,0.386200000,2.950172758,0.548608607,0.913230034
-73.500000000,-0.097695000,0.932000000,0.386500000,2.948577515,0.550364762,0.910175476
-73.400000000,-0.097358000,0.931600000,0.386800000,2.946974257,0.552116749,0.907114336
-73.300000000,-0.097021000,0.931200000,0.387100000,2.945362970,0.553864543,0.904046589
-73.200000000,-0.096684000,0.930800000,0.387400000,2.943743634,0.555608118,0.900972211
-73.100000000,-0.096347000,0.930400000,0.387700000,2.942116235,0.557347448,0.897891178
-73.000000000,-0.096010000,0.930000000,0.388000000,2.940480756,0.559082507,0.894803466
-72.900000000,-0.095673000,0.929600000,0.388300000,2.938837181,0.560813270,0.891709051
-72.800000000,-0.095336000,0.929200000,0.388600000,2.937185493,0.562539711,0.888607910
-72.700000000,-0.094999000,0.928800000,0.388900000,2.935525677,0.564261804,0.885500019
-72.600000000,-0.094662000,0.928400000,0.389200000,2.933857717,0.565979523,0.882385354
-72.500000000,-0.094325000,0.928000000,0.389500000,2.932181598,0.567692841,0.879263892
-72.400000000,-0.093988000,0.927600000,0.389800000,2.930497303,0.569401732,0.876135611
-72.300000000,-0.093651000,0.927200000,0.390100000,2.928804818,0.571106170,0.873000487
-72.200000000,-0.093314000,0.926800000,0.390400000,2.927104127,0.572806128,0.869858498
-72.100000000,-0.092977000,0.926400000,0.390700000,2.925395215,0.574501580,0.866709620
-72.000000000,-0.092640000,0.926000000,0.391000000,2.923678067,0.576192498,0.863553833
-71.900000000,-0.092303000,0.925600000,0.391300000,2.921952669,0.577878857,0.860391113
-71.800000000,-0.091966000,0.925200000,0.391600000,2.920219006,0.579560628,0.857221438
-71.700000000,-0.091629000,0.924800000,0.391900000,2.918477063,0.581237786,0.854044787
-71.600000000,-0.091292000,0.924400000,0.392200000,2.916726826,0.582910303,0.850861138
-71.500000000,-0.090955000,0.924000000,0.392500000,2.914968281,0.584578152,0.847670470
-71.400000000,-0.090618000,0.923600000,0.392800000,2.913201414,0.586241305,0.844472761
-71.300000000,-0.090281000,0.923200000,0.393100000,2.911426212,0.587899736,0.841267990
-71.200000000,-0.089944000,0.922800000,0.393400000,2.909642660,0.589553416,0.838056136
-71.100000000,-0.089607000,0.922400000,0.393700000,2.907850746,0.591202318,0.834837179
-71.000000000,-0.089270000,0.922000000,0.394000000,2.906050455,0.592846414,0.831611099
-70.900000000,-0.088933000,0.921600000,0.394300000,2.904241777,0.594485678,0.828377875
-70.800000000,-0.088596000,0.921200000,0.394600000,2.902424696,0.596120080,0.825137487
-70.700000000,-0.088259000,0.920800000,0.394900000,2.900599202,0.597749593,0.821889915
-70.600000000,-0.087922000,0.920400000,0.395200000,2.898765281,0.599374188,0.818635141
-70.500000000,-0.087585000,0.920000000,0.395500000,2.896922922,0.600993839,0.815373144
-70.400000000,-0.087248000,0.919600000,0.395800000,2.895072113,0.602608515,0.812103905
-70.300000000,-0.086911000,0.919200000,0.396100000,2.893212841,0.604218190,0.808827407
-70.200000000,-0.086574000,0.918800000,0.396400000,2.891345097,0.605822835,0.805543630
-70.100000000,-0.086237000,0.918400000,0.396700000,2.889468867,0.607422420,0.802252556
-70.000000000,-0.085900000,0.918000000,0.397000000,2.887584142,0.609016919,0.798954168
-69.900000000,-0.085563000,0.917600000,0.397300000,2.885690910,0.610606301,0.795648446
-69.800000000,-0.085226000,0.917200000,0.397600000,2.883789162,0.612190538,0.792335375
-69.700000000,-0.084889000,0.916800000,0.397900000,2.881878887,0.613769602,0.789014937
-69.600000000,-0.084552000,0.916400000,0.398200000,2.879960075,0.615343463,0.785687114
-69.500000000,-0.084215000,0.916000000,0.398500000,2.878032717,0.616912093,0.782351891
-69.400000000,-0.083878000,0.915600000,0.398800000,2.876096803,0.618475462,0.779009250
-69.300000000,-0.083541000,0.915200000,0.399100000,2.874152324,0.620033540,0.775659176
-69.200000000,-0.083204000,0.914800000,0.399400000,2.872199271,0.621586300,0.772301654
-69.100000000,-0.082867000,0.914400000,0.399700000,2.870237635,0.623133711,0.768936667
-69.000000000,-0.082530000,0.914000000,0.400000000,2.868267410,0.624675744,0.765564201
-68.900000000,-0.082193000,0.913600000,0.400300000,2.866288585,0.626212370,0.762184241
-68.800000000,-0.081856000,0.913200000,0.400600000,2.864301155,0.627743558,0.758796772
-68.700000000,-0.081519000,0.912800000,0.400900000,2.862305111,0.629269280,0.755401781
-68.600000000,-0.081182000,0.912400000,0.401200000,2.860300447,0.630789506,0.751999253
-68.500000000,-0.080845000,0.912000000,0.401500000,2.858287156,0.632304205,0.748589175
-68.400000000,-0.080508000,0.911600000,0.401800000,2.856265231,0.633813347,0.745171534
